id,title,stage,concept_origin,generation_model,generation_prompt,product_type,source_bestseller,batch_id,replaces_design_id,generation_run_id,design_brief_id,provenance_class,best_color,created_at,updated_at,deleted_at
2778,50s microphone tee,published,variation,fal-flux,"vintage microphone for a saxophonist, nostalgic mood, 3 colors",tee,bs_80,batch_20260203_5,2767,98bf2d7a-10e7-0dcd-6b5c-156047c2234a,27781,full,charcoal,2026-02-03T01:06:00+00:00,2026-02-03T08:06:00+00:00,
2779,60s music notes tee,declined,variation,nb2-4k,"vintage music notes for a metalhead, funny mood, 6 colors",tee,bs_66,batch_20260413_1,2773,0b645cec-fb8d-ce22-0a61-06c327380e3e,27791,full,white,2026-04-13T13:13:00+00:00,2026/04/14 18:13,
2780,  90s microphone tee,ready_for_ads,variation,nb2-4k,"retro microphone for a country fan, chill mood, 2 colors",tee,bs_47,batch_20260610_1,2772,beca419b-57a2-c2f8-8ca1-95d187d58eee,27801,full,black,2026-06-10T12:49:00+00:00,2026-06-13T00:49:00+00:00,
2781,modern amplifier tee,declined,variation,nb2-4k,"vintage amplifier for a country fan, proud mood, 2 colors",tee,,batch_20260312_3,2767,39aa62e8-a2ea-aeb2-34aa-544b3b421204,27811,legacy-pre-funnel,white,2026-03-12T09:12:00+00:00,2026-03-13T12:12:00+00:00,
2782,90s piano keys tee,approved,variation,gpt-image-2,"line art piano keys for a country fan, proud mood, 3 colors",tee,bs_29,batch_20260104_3,2777,daef1266-4b8a-a32b-e609-c10b59218a5a,27821,legacy-pre-funnel,sports grey,2026/01/04 10:22,2026-01-06T05:22:00+00:00,
2783,70s cassette tee,approved,variation,gpt-image-2,"watercolor cassette for a producer, funny mood, 4 colors",tee,bs_78,batch_20260331_1,2753,518acc88-5a47-9413-207b-009984e08767,27831,full,MG,2026-03-31T23:43:00+00:00,2026-04-03T22:43:00+00:00,
2784,50s cassette tee,declined,new,nb2-4k,"watercolor cassette for a classical musician, funny mood, 5 colors",tee,,batch_20260201_6,,994a0fe9-504b-ea35-590f-2c4b4d7a3202,27841,full,MG,2026-02-01T01:09:00+00:00,2026-02-02T07:09:00+00:00,
2785,modern microphone tee,mockup_approved,new,fal-flux,"watercolor microphone for a classical musician, chill mood, 6 colors",tee,,batch_20260408_6,,909f7145-69e1-d990-f035-52a76eeabd2a,27851,full,MG,2026-04-08T03:34:00+00:00,2026-04-10T20:34:00+00:00,
2786,80s piano keys tee,declined,variation,fal-flux,"bold graphic piano keys for a saxophonist, rebellious mood, 2 colors",tee,bs_114,batch_20260310_4,2757,d68e7470-8c03-6818-a968-0b352a214fd8,27861,full,navy,2026-03-10T01:16:00+00:00,2026-03-10T09:16:00+00:00,
2787,60s music notes tee,ready_for_ads,variation,nb2-4k,"vintage music notes for a metalhead, chill mood, 4 colors",tee,bs_62,batch_20260223_4,2774,07a707f6-f4d5-d424-75b8-c6a4473da860,27871,full,sports grey,2026-02-23T08:27:00+00:00,2026-02-26T04:27:00+00:00,
2788,50s music notes tee,published,new,gpt-image-2,"bold graphic music notes for a drummer, nostalgic mood, 3 colors",tee,,batch_20260205_2,,47606aa1-966f-d385-44de-476e7cd53ce7,27881,full,navy,2026-02-05T12:09:00+00:00,2026-02-06T16:09:00+00:00,
2789,  90s cassette tee,live,variation,nb2-4k,"line art cassette for a country fan, funny mood, 3 colors",tee,bs_90,batch_20260318_4,2774,14c9cfe2-60eb-7dd1-703d-dce4764b6954,27891,full,MG,2026-03-18T15:28:00+00:00,2026-03-18T15:28:00+00:00,
2790,  50s microphone tee,declined,variation,fal-flux,"bold graphic microphone for a classical musician, nostalgic mood, 4 colors",tee,,batch_20260326_1,2770,918275f1-28de-de9f-1b51-3edce4752d51,27901,full,sports grey,2026-03-26T21:17:00+00:00,2026-03-26T22:17:00+00:00,
2791,modern guitar tee,published,new,gpt-image-2,"retro guitar for a guitarist, nostalgic mood, 3 colors",tee,,batch_20260506_2,,9e23012d-5dae-8fea-bd7d-94361dd14947,27911,full,white,2026/05/06 16:28,2026-05-07T19:28:00+00:00,
2792,50s amplifier tee,live,new,nb2-4k,"retro amplifier for a metalhead, funny mood, 6 colors",tee,,batch_20260317_5,,4ce920f6-9549-067d-8bfc-0769f70d1c2c,27921,full,white,2026-03-17T23:38:00+00:00,2026-03-19T13:38:00+00:00,
2793,80s turntable tee,ready_for_ads,new,fal-flux,"retro turntable for a classical musician, nostalgic mood, 3 colors",tee,,batch_20260122_2,,1c0f4b10-583c-4ac1-8f83-29474f173c67,27931,full,navy,2026-01-22T10:59:00+00:00,2026-01-23T13:59:00+00:00,
2794,50s microphone tee,ready_for_ads,new,recraft-crisp,"distressed microphone for a metalhead, funny mood, 3 colors",tee,,batch_20260224_5,,f87be77f-32c7-f831-2843-8a7db775cd04,27941,full,white,2026/02/24 15:44,2026-02-25T05:44:00+00:00,
2795,50s cassette tee,published,new,fal-flux,"retro cassette for a drummer, funny mood, 3 colors",tee,,batch_20260426_4,,15b19216-386d-0883-b097-ce2f15bff0f1,27951,full,royal,2026-04-26T07:51:00+00:00,2026-04-27T12:51:00+00:00,
2796,60s cassette tee   ,ready_for_ads,new,nb2-4k,"vintage cassette for a saxophonist, funny mood, 6 colors",tee,,batch_20260317_1,,18882005-2874-0c93-f8e0-3832100aca9a,27961,full,sports grey,2026-03-17T11:01:00+00:00,2026-03-18T08:01:00+00:00,
2797,50s sheet music tee,mockup_approved,new,recraft-crisp,"vintage sheet music for a country fan, chill mood, 2 colors",tee,,batch_20260325_2,,39c0a814-8cd5-09e3-8ca4-a3ba0dda31e5,27971,full,MG,2026-03-25T13:14:00+00:00,2026-03-27T20:14:00+00:00,
2798,  60s vinyl record tee,ready_for_ads,variation,gpt-image-2,"line art vinyl record for a country fan, nostalgic mood, 3 colors",tee,bs_66,batch_20260407_6,2765,6e11901e-d1a5-209a-e7b3-9a1bda68484d,27981,legacy-pre-funnel,charcoal,2026-04-07T17:23:00+00:00,2026-04-08T19:23:00+00:00,
2799,80s headphones tee,approved,new,fal-flux,"bold graphic headphones for a metalhead, rebellious mood, 6 colors",tee,,batch_20260527_6,,da1b118f-3347-b3d5-c9de-ea1c5e6a30ae,27991,full,heather navy,2026-05-27T14:41:00+00:00,2026-05-29T06:41:00+00:00,
2800,70s cassette tee,live,new,gpt-image-2,"retro cassette for a metalhead, nostalgic mood, 4 colors",tee,,batch_20260607_3,,55143557-201c-d861-3458-93cc25b15580,28001,full,black,2026/06/07 07:35,2026-06-07T19:35:00+00:00,
2801,50s amplifier tee,ready_for_ads,variation,fal-flux,"distressed amplifier for a classical musician, proud mood, 4 colors",tee,,batch_20260303_2,2800,a8ca796d-ab93-1d80-98ae-b79eff67dec3,28011,full,MG,2026-03-03T17:10:00+00:00,2026-03-05T15:10:00+00:00,
2802,80s amplifier tee,live,new,nb2-4k,"distressed amplifier for a saxophonist, nostalgic mood, 5 colors",tee,,batch_20260426_6,,580ab6b0-5803-b13b-0269-43096003c1e6,28021,full,navy,2026-04-26T18:06:00+00:00,2026-04-27T20:06:00+00:00,2026-01-06T17:16:00+00:00
2803,90s cassette tee,mockup_approved,variation,fal-flux,"watercolor cassette for a country fan, rebellious mood, 6 colors",tee,,batch_20260109_6,2791,33eac003-e471-9a83-fc1c-71ce8471ef2c,28031,legacy-pre-funnel,navy,2026/01/09 19:13,2026-01-10T20:13:00+00:00,
2804,50s vinyl record tee,live,new,recraft-crisp,"watercolor vinyl record for a country fan, nostalgic mood, 5 colors",tee,,batch_20260325_5,,c20ace0c-96cd-337b-528f-5fb8c5008fde,28041,full,sports grey,2026/03/25 13:12,2026-03-28T01:12:00+00:00,
2805,60s microphone tee,approved,new,nb2-4k,"vintage microphone for a classical musician, funny mood, 1 colors",tee,,batch_20260114_2,,24c58938-d7f1-e576-142f-ac2c6e547d17,28051,full,sports grey,2026-01-14T04:15:00+00:00,2026-01-14T20:15:00+00:00,2026-02-09T06:10:00+00:00
2806,50s vinyl record tee,mockup_approved,new,recraft-crisp,"bold graphic vinyl record for a guitarist, nostalgic mood, 5 colors",tee,,batch_20260501_1,,deacd356-acb5-73b5-0e05-7b442c70fa4b,28061,full,charcoal,2026-05-01T17:44:00+00:00,2026-05-03T06:44:00+00:00,
2807,80s microphone tee,ready_for_ads,variation,recraft-crisp,"vintage microphone for a saxophonist, nostalgic mood, 1 colors",tee,bs_65,batch_20260527_6,2774,18bc5f40-141a-08ad-3415-aab603204935,28071,full,royal,2026-05-27T15:05:00+00:00,2026-05-30T08:05:00+00:00,
2808,70s turntable tee,published,new,gpt-image-2,"bold graphic turntable for a saxophonist, funny mood, 3 colors",tee,,batch_20260106_6,,16d1dae2-bce7-059b-0667-11a2a9a11b4f,28081,full,black,2026-01-06T20:35:00+00:00,2026/01/06 20:35,
2809,90s sheet music tee,published,new,fal-flux,"line art sheet music for a metalhead, funny mood, 2 colors",tee,,batch_20260520_5,,679812ff-aa2f-3983-3339-b9f8050dd654,28091,full,white,2026-05-20T13:03:00+00:00,2026-05-21T18:03:00+00:00,
2810,modern microphone tee,mockup_approved,new,fal-flux,"vintage microphone for a country fan, funny mood, 4 colors",tee,,batch_20260519_3,,1d367720-e614-2dc7-6632-7f8ef0625723,28101,full,navy,2026-05-19T21:12:00+00:00,2026-05-22T08:12:00+00:00,
2811,50s guitar tee,ready_for_ads,variation,fal-flux,"vintage guitar for a vinyl collector, nostalgic mood, 4 colors",tee,bs_5,batch_20260514_3,2797,4110c835-df9d-a3f3-ff0c-100fa10592a0,28111,full,charcoal,2026-05-14T11:54:00+00:00,2026-05-15T22:54:00+00:00,
2812,90s guitar tee,mockup_approved,new,nb2-4k,"bold graphic guitar for a vinyl collector, chill mood, 6 colors",tee,,batch_20260601_1,,4e476809-b324-b7c9-b106-f70a02b6bb82,28121,full,charcoal,2026-06-01T08:54:00+00:00,2026-06-02T21:54:00+00:00,
2813,50s microphone tee,ready_for_ads,variation,recraft-crisp,"watercolor microphone for a producer, proud mood, 6 colors",tee,bs_98,batch_20260311_1,2789,1773e687-bfba-a016-24df-6a4349f8cfbb,28131,full,heather navy,2026-03-11T04:32:00+00:00,2026-03-11T04:32:00+00:00,
2814,70s cassette tee,live,variation,fal-flux,"line art cassette for a drummer, nostalgic mood, 3 colors",tee,bs_35,batch_20260219_3,2777,27fa190f-9d86-1fc5-8153-7fb2f13bc0d2,28141,full,sports grey,2026-02-19T02:02:00+00:00,2026-02-21T22:02:00+00:00,
2815,60s headphones tee,mockup_approved,variation,gpt-image-2,"line art headphones for a producer, nostalgic mood, 3 colors",tee,bs_58,batch_20260530_2,2809,dab05789-eb42-e6e4-6646-6d8d4aa07089,28151,full,navy,2026-05-30T14:58:00+00:00,2026-06-01T00:58:00+00:00,
2816,modern microphone tee,mockup_approved,new,gpt-image-2,"vintage microphone for a producer, chill mood, 2 colors",tee,,batch_20260112_1,,14924ca9-f9bd-9677-6081-e549313eaeca,28161,legacy-pre-funnel,white,2026-01-12T11:41:00+00:00,2026-01-14T18:41:00+00:00,2026-02-01T16:06:00+00:00
2817,90s guitar tee,published,variation,fal-flux,"line art guitar for a metalhead, nostalgic mood, 2 colors",tee,,batch_20260325_3,2780,c15051fd-6e57-de83-c4b1-8aaac2e778ec,28171,full,MG,2026/03/25 11:55,2026-03-27T01:55:00+00:00,
2818,80s amplifier tee,live,variation,fal-flux,"watercolor amplifier for a classical musician, chill mood, 4 colors",tee,bs_51,batch_20260527_1,2798,4b5e2512-9a63-12f6-a169-21f6691c2538,28181,full,heather navy,2026-05-27T23:57:00+00:00,2026-05-29T15:57:00+00:00,
2819,50s music notes tee,declined,variation,gpt-image-2,"distressed music notes for a producer, proud mood, 4 colors",tee,bs_40,batch_20260429_6,2801,6f72496b-9efc-24f1-16cc-acfbffe20e5e,28191,legacy-pre-funnel,white,2026-04-29T21:45:00+00:00,2026-04-30T17:45:00+00:00,
2820,50s microphone tee,approved,variation,fal-flux,"watercolor microphone for a saxophonist, chill mood, 4 colors",tee,bs_69,batch_20260130_1,2782,2c0bc0c8-6ec5-43c2-6b78-0ae9e32ed9ee,28201,full,MG,2026-01-30T05:09:00+00:00,2026-01-31T14:09:00+00:00,
2821,80s microphone tee,declined,variation,gpt-image-2,"bold graphic microphone for a metalhead, nostalgic mood, 2 colors",tee,bs_86,batch_20260608_2,2820,b6dd9b03-4d50-76f9-ab2a-81248d206b86,28211,full,royal,2026-06-08T23:08:00+00:00,2026-06-09T22:08:00+00:00,
2822,modern turntable tee,approved,variation,fal-flux,"retro turntable for a classical musician, proud mood, 2 colors",tee,bs_35,batch_20260324_4,2787,b086dfff-92bc-a23c-7ee5-07881f72c877,28221,full,heather navy,2026-03-24T03:42:00+00:00,2026-03-26T10:42:00+00:00,
2823,50s cassette tee,declined,new,gpt-image-2,"line art cassette for a producer, funny mood, 4 colors",tee,,batch_20260113_6,,9f7ced97-25d5-61d6-fd9f-c2f11f9af5eb,28231,full,royal,2026-01-13T17:20:00+00:00,2026-01-14T04:20:00+00:00,
2824,90s guitar tee,approved,new,gpt-image-2,"vintage guitar for a vinyl collector, rebellious mood, 5 colors",tee,,batch_20260106_1,,0623af72-3e3f-3a71-d9c9-ee24166c00a2,28241,full,white,2026-01-06T23:23:00+00:00,2026-01-09T11:23:00+00:00,
2825,50s cassette tee,published,variation,fal-flux,"line art cassette for a metalhead, nostalgic mood, 4 colors",tee,bs_82,batch_20260211_3,2816,67161cb3-0fe1-e3f6-185d-76bb4d34b26a,28251,legacy-pre-funnel,royal,2026-02-11T23:50:00+00:00,2026-02-13T05:50:00+00:00,
2826,80s turntable tee,live,new,recraft-crisp,"line art turntable for a metalhead, nostalgic mood, 3 colors",tee,,batch_20260220_2,,5d3054aa-29ee-38b8-1519-8719b175b4c9,28261,full,sports grey,2026-02-20T05:25:00+00:00,2026-02-22T19:25:00+00:00,
2827,70s vinyl record tee,mockup_approved,variation,nb2-4k,"distressed vinyl record for a drummer, proud mood, 3 colors",tee,bs_68,batch_20260605_5,2804,341113e4-ee50-526d-32ba-89f59c57f64e,28271,full,sports grey,2026/06/05 15:58,2026-06-08T00:58:00+00:00,
2828,80s turntable tee,approved,variation,nb2-4k,"line art turntable for a metalhead, chill mood, 3 colors",tee,,batch_20260405_1,2808,70ff8ef1-7c11-f315-0a4c-201a5a93857f,28281,full,heather navy,2026-04-05T16:02:00+00:00,2026-04-06T23:02:00+00:00,
2829,70s piano keys tee,approved,new,fal-flux,"bold graphic piano keys for a drummer, funny mood, 3 colors",tee,,batch_20260415_1,,a5d72760-688b-5809-02eb-128fb04f2266,28291,full,royal,2026-04-15T14:22:00+00:00,2026-04-17T01:22:00+00:00,
2830,80s guitar tee,live,new,recraft-crisp,"vintage guitar for a producer, nostalgic mood, 2 colors",tee,,batch_20260117_3,,c7718199-7705-f646-56fb-dfc7f4433911,28301,full,white,2026-01-17T19:47:00+00:00,2026-01-19T15:47:00+00:00,
2831,60s microphone tee,live,new,recraft-crisp,"vintage microphone for a metalhead, chill mood, 2 colors",tee,,batch_20260424_3,,9dd13cd5-bdb7-8e59-8c0b-18f1f169db34,28311,full,heather navy,2026/04/24 23:19,2026-04-26T06:19:00+00:00,
2832,modern amplifier tee,ready_for_ads,variation,recraft-crisp,"distressed amplifier for a saxophonist, chill mood, 3 colors",tee,,batch_20260607_2,2794,7c2e3e0d-5d07-61c0-559e-4350beec7359,28321,full,white,2026-06-07T20:10:00+00:00,2026-06-10T19:10:00+00:00,
2833,60s sheet music tee,live,new,gpt-image-2,"line art sheet music for a saxophonist, funny mood, 2 colors",tee,,batch_20260129_1,,41d1a987-e40f-2d42-e303-ca47d73939e1,28331,full,white,2026-01-29T14:10:00+00:00,2026-01-30T12:10:00+00:00,
2834,90s sheet music tee,live,variation,recraft-crisp,"bold graphic sheet music for a country fan, rebellious mood, 5 colors",tee,bs_84,batch_20260604_2,2821,ef92d1ee-8034-aacf-e302-7ea2b69f05a1,28341,full,heather navy,2026-06-04T04:18:00+00:00,2026-06-05T22:18:00+00:00,
2835,50s amplifier tee,approved,new,recraft-crisp,"line art amplifier for a drummer, rebellious mood, 4 colors",tee,,batch_20260605_4,,5e01524e-b474-6d8a-0624-984916146db5,28351,full,charcoal,2026-06-05T19:39:00+00:00,2026/06/08 09:39,
2836,70s cassette tee,declined,new,recraft-crisp,"watercolor cassette for a classical musician, rebellious mood, 2 colors",tee,,batch_20260524_3,,58c1e13b-9a0a-3032-bab8-47c05bac492f,28361,legacy-pre-funnel,heather navy,2026-05-24T14:13:00+00:00,2026-05-26T15:13:00+00:00,
2837,80s headphones tee,gate_review,variation,nb2-4k,"line art headphones for a drummer, funny mood, 2 colors",tee,bs_21,batch_20260124_3,2809,903027fa-dc6e-4670-7913-24fb505a852a,28371,unlinked-post-funnel,sports grey,2026/01/24 19:02,2026-01-25T15:02:00+00:00,
2838,90s vinyl record tee,live,new,gpt-image-2,"line art vinyl record for a saxophonist, nostalgic mood, 1 colors",tee,,batch_20260225_6,,abd7e978-f0e6-9390-4f9b-c19e5914f25c,28381,full,MG,2026-02-25T00:22:00+00:00,2026-02-27T09:22:00+00:00,
2839,50s piano keys tee,live,variation,nb2-4k,"distressed piano keys for a guitarist, chill mood, 3 colors",tee,bs_19,batch_20260103_3,2801,8a11a9cc-4646-a16b-54ab-271d5234a67a,28391,full,MG,2026-01-03T19:08:00+00:00,2026-01-04T13:08:00+00:00,
2840,60s music notes tee,ready_for_ads,new,recraft-crisp,"retro music notes for a country fan, proud mood, 3 colors",tee,,batch_20260512_1,,c6530c28-37c2-fa9a-200d-07351c2b592f,28401,full,charcoal,2026-05-12T07:49:00+00:00,2026-05-14T05:49:00+00:00,
2841,60s turntable tee,published,new,fal-flux,"distressed turntable for a vinyl collector, funny mood, 2 colors",tee,,batch_20260103_5,,780829b8-dfb3-9703-aed9-50d9c15977db,28411,full,charcoal,2026-01-03T16:06:00+00:00,2026-01-06T04:06:00+00:00,
2842,  80s microphone tee,ready_for_ads,new,gpt-image-2,"distressed microphone for a guitarist, rebellious mood, 2 colors",tee,,batch_20260519_3,,09dd9297-ef59-dc63-09c5-824b09df7f65,28421,full,charcoal,2026-05-19T07:12:00+00:00,2026-05-20T08:12:00+00:00,
2843,60s headphones tee,live,new,gpt-image-2,"bold graphic headphones for a classical musician, proud mood, 5 colors",tee,,batch_20260408_5,,f9fbe236-bb80-66cc-6216-35385103967a,28431,full,sports grey,2026-04-08T00:58:00+00:00,2026-04-09T08:58:00+00:00,
2844,60s turntable tee,ready_for_ads,new,nb2-4k,"vintage turntable for a metalhead, nostalgic mood, 4 colors",tee,,batch_20260107_2,,5880fa60-09d7-4a47-63f1-297a2d341961,28441,full,white,2026-01-07T06:06:00+00:00,2026-01-08T23:06:00+00:00,
2845,60s turntable tee,live,variation,gpt-image-2,"watercolor turntable for a metalhead, chill mood, 3 colors",tee,bs_14,batch_20260505_6,2805,d6d45153-6445-5ee9-6701-d81718803040,28451,full,heather navy,2026/05/05 23:05,2026-05-08T07:05:00+00:00,
2846,90s vinyl record tee,mockup_approved,new,nb2-4k,"distressed vinyl record for a vinyl collector, rebellious mood, 3 colors",tee,,batch_20260310_2,,7078dbc5-67d2-582c-8875-0d3b0cc43b84,28461,legacy-pre-funnel,sports grey,2026/03/10 21:31,2026-03-11T18:31:00+00:00,
2847,70s piano keys tee,declined,new,recraft-crisp,"watercolor piano keys for a guitarist, proud mood, 3 colors",tee,,batch_20260607_2,,08395978-be1d-6e32-1846-9751edce8043,28471,full,royal,2026-06-07T16:02:00+00:00,2026-06-08T21:02:00+00:00,
2848,70s guitar tee,approved,new,recraft-crisp,"watercolor guitar for a drummer, chill mood, 1 colors",tee,,batch_20260503_2,,23d50866-b141-f1a2-41b3-6a7f92ad608d,28481,full,sports grey,2026-05-03T21:52:00+00:00,2026-05-05T13:52:00+00:00,
2849,  50s turntable tee,live,new,gpt-image-2,"watercolor turntable for a drummer, chill mood, 1 colors",tee,,batch_20260316_4,,35e91e47-46ab-76e1-da0c-5931f6a5c644,28491,full,white,2026-03-16T06:15:00+00:00,2026-03-18T22:15:00+00:00,
2850,80s piano keys tee,approved,variation,nb2-4k,"bold graphic piano keys for a saxophonist, proud mood, 4 colors",tee,bs_81,batch_20260117_2,2847,39b7a59a-46fb-086d-409c-62cbb96125f2,28501,full,MG,2026-01-17T07:13:00+00:00,2026-01-20T02:13:00+00:00,
2851,modern amplifier tee,approved,variation,nb2-4k,"watercolor amplifier for a classical musician, chill mood, 3 colors",tee,bs_30,batch_20260114_1,2841,12520f49-36a5-040e-620f-8d139f9861ff,28511,full,charcoal,2026-01-14T18:00:00+00:00,2026-01-14T21:00:00+00:00,
2852,60s sheet music tee,published,new,gpt-image-2,"watercolor sheet music for a classical musician, chill mood, 6 colors",tee,,batch_20260324_5,,e8589318-c873-69c0-f596-564e54d4a644,28521,full,navy,2026-03-24T01:03:00+00:00,2026-03-25T10:03:00+00:00,
2853,modern vinyl record tee,live,new,gpt-image-2,"watercolor vinyl record for a drummer, rebellious mood, 4 colors",tee,,batch_20260121_1,,76e35c44-00b6-bed0-bb0e-732d7acfdd97,28531,full,heather navy,2026-01-21T15:43:00+00:00,2026-01-23T07:43:00+00:00,
2854,  60s guitar tee,ready_for_ads,new,recraft-crisp,"vintage guitar for a country fan, nostalgic mood, 6 colors",tee,,batch_20260507_6,,116d7aa7-c248-b9e4-0e68-5e3a1ed92f6f,28541,full,MG,2026-05-07T22:45:00+00:00,2026/05/10 06:45,
2855,70s turntable tee,live,variation,recraft-crisp,"vintage turntable for a drummer, proud mood, 6 colors",tee,bs_35,batch_20260103_4,2827,c1128c90-c292-560b-ee09-d985c2d230d9,28551,full,MG,2026-01-03T22:49:00+00:00,2026-01-05T12:49:00+00:00,
2856,90s headphones tee,approved,variation,gpt-image-2,"watercolor headphones for a metalhead, rebellious mood, 2 colors",tee,,batch_20260416_6,2843,12f936d2-1b46-5e2e-dca5-54a33f856d26,28561,full,MG,2026-04-16T07:39:00+00:00,2026-04-18T18:39:00+00:00,
2857,70s headphones tee,approved,new,gpt-image-2,"line art headphones for a classical musician, nostalgic mood, 4 colors",tee,,batch_20260118_6,,f88424cb-c026-7bab-4505-3a74213e5d3d,28571,legacy-pre-funnel,MG,2026-01-18T00:09:00+00:00,2026-01-20T11:09:00+00:00,
2858,90s turntable tee,mockup_approved,new,recraft-crisp,"distressed turntable for a metalhead, rebellious mood, 3 colors",tee,,batch_20260323_4,,6c8b6a88-29d9-02d1-7743-f39417050909,28581,full,charcoal,2026-03-23T21:53:00+00:00,2026-03-26T08:53:00+00:00,
2859,90s headphones tee,approved,new,gpt-image-2,"watercolor headphones for a vinyl collector, chill mood, 5 colors",tee,,batch_20260528_3,,6f15b82b-3a0a-6dcf-0a54-160a4ae6557d,28591,full,black,2026-05-28T03:12:00+00:00,2026-05-29T11:12:00+00:00,
2860,50s piano keys tee,published,variation,nb2-4k,"vintage piano keys for a vinyl collector, nostalgic mood, 2 colors",tee,bs_92,batch_20260408_4,2823,cd22c982-67ea-ae86-aa3d-f98fcf1ce2c3,28601,full,white,2026-04-08T04:06:00+00:00,2026-04-08T17:06:00+00:00,
2861,70s vinyl record tee,ready_for_ads,variation,recraft-crisp,"distressed vinyl record for a saxophonist, rebellious mood, 4 colors",tee,bs_2,batch_20260317_2,2844,ac5fbb16-ff94-8b3d-35ae-1247dde961ab,28611,full,navy,2026-03-17T19:06:00+00:00,2026-03-19T19:06:00+00:00,
2862,90s sheet music tee,gate_review,new,nb2-4k,"bold graphic sheet music for a drummer, rebellious mood, 4 colors",tee,,batch_20260525_5,,1fc53ffd-6c5e-f2f1-9c95-590ca585961b,28621,unlinked-post-funnel,heather navy,2026/05/25 23:42,2026/05/27 15:42,
2863,60s piano keys tee,approved,variation,fal-flux,"line art piano keys for a saxophonist, nostalgic mood, 2 colors",tee,bs_43,batch_20260609_3,2840,37310c6b-0da3-2cb8-49f1-56c9bef9c8b4,28631,full,MG,2026/06/09 18:27,2026-06-12T06:27:00+00:00,
2864,70s cassette tee,live,variation,fal-flux,"watercolor cassette for a producer, rebellious mood, 5 colors",tee,bs_105,batch_20260401_2,2845,4c3cdbb2-9425-84cd-0235-5491b49eda59,28641,full,MG,2026-04-01T22:59:00+00:00,2026-04-04T01:59:00+00:00,
2865,50s headphones tee,live,variation,recraft-crisp,"line art headphones for a vinyl collector, chill mood, 1 colors",tee,bs_42,batch_20260222_3,2833,7ea9672b-8645-59aa-ffb0-a8ee78b4618a,28651,full,black,2026/02/22 17:58,2026-02-23T10:58:00+00:00,
2866,60s turntable tee,live,new,gpt-image-2,"bold graphic turntable for a classical musician, chill mood, 6 colors",tee,,batch_20260124_5,,16c4d61c-2bdf-8ac2-e62f-8652d4e22463,28661,full,charcoal,2026-01-24T04:06:00+00:00,2026-01-26T15:06:00+00:00,
2867,60s amplifier tee,approved,new,fal-flux,"line art amplifier for a drummer, funny mood, 6 colors",tee,,batch_20260525_5,,c07450bb-ad77-93f2-785d-4360288f8376,28671,full,heather navy,2026-05-25T08:17:00+00:00,2026/05/28 07:17,
2868,modern sheet music tee,declined,new,gpt-image-2,"retro sheet music for a drummer, nostalgic mood, 4 colors",tee,,batch_20260427_3,,5f99af2b-99bb-4dfc-df66-21d248d7ee5f,28681,full,white,2026-04-27T07:57:00+00:00,2026-04-29T00:57:00+00:00,
2869,70s vinyl record tee,live,new,gpt-image-2,"retro vinyl record for a producer, proud mood, 6 colors",tee,,batch_20260411_2,,622a31a2-b340-d9bb-ef86-7d997fd67cf8,28691,full,navy,2026/04/11 06:13,2026-04-13T18:13:00+00:00,
2870,70s vinyl record tee,published,new,nb2-4k,"retro vinyl record for a guitarist, rebellious mood, 2 colors",tee,,batch_20260603_5,,1402ea4f-0d95-410f-7185-571967da7fcc,28701,full,sports grey,2026-06-03T12:35:00+00:00,2026-06-06T03:35:00+00:00,
2871,  modern microphone tee,live,new,fal-flux,"distressed microphone for a classical musician, funny mood, 2 colors",tee,,batch_20260224_6,,8e6a007b-e755-ea27-eae9-31a3b957df14,28711,full,sports grey,2026-02-24T22:16:00+00:00,2026-02-25T03:16:00+00:00,
2872,  80s guitar tee,live,new,fal-flux,"retro guitar for a country fan, rebellious mood, 3 colors",tee,,batch_20260603_2,,a2c338a0-121e-0fda-6d85-2a3347865408,28721,legacy-pre-funnel,sports grey,2026/06/03 17:12,2026-06-05T22:12:00+00:00,
2873,90s cassette tee,live,new,recraft-crisp,"watercolor cassette for a saxophonist, proud mood, 2 colors",tee,,batch_20260210_1,,a959e499-643d-d3f1-1182-2e10881ed943,28731,full,black,2026-02-10T02:03:00+00:00,2026-02-11T02:03:00+00:00,
2874,90s piano keys tee,declined,variation,fal-flux,"distressed piano keys for a metalhead, nostalgic mood, 4 colors",tee,,batch_20260327_6,2850,fd3f87a5-655f-141d-f4ba-ada45a2aff6b,28741,full,MG,2026/03/27 02:32,2026-03-30T01:32:00+00:00,
2875,50s sheet music tee,published,new,gpt-image-2,"retro sheet music for a producer, chill mood, 2 colors",tee,,batch_20260223_4,,eb7008d7-bfd1-689a-6ee7-4d16436ff27f,28751,full,black,2026-02-23T22:12:00+00:00,2026/02/26 09:12,2026-01-31T17:19:00+00:00
2876,  60s turntable tee,ready_for_ads,variation,fal-flux,"vintage turntable for a vinyl collector, nostalgic mood, 5 colors",tee,bs_48,batch_20260223_5,2852,93635ae6-9022-dd7f-01de-e1d4df63991c,28761,full,charcoal,2026-02-23T16:59:00+00:00,2026-02-23T19:59:00+00:00,2026-01-26T19:19:00+00:00
2877,60s vinyl record tee,approved,new,gpt-image-2,"distressed vinyl record for a classical musician, chill mood, 2 colors",tee,,batch_20260122_5,,d20fb5b8-16ab-7e7d-bbdd-5a94ef2739ef,28771,full,black,2026-01-22T11:55:00+00:00,2026-01-24T04:55:00+00:00,
